is_host,goals_scored_last_4y,goals_received_last_4y,wins_last_4y,losses_last_4y,draws_last_4y,world_cup_titles_before,squad_total_market_value_eur,fifa_rank_pre_tournament,fifa_points_pre_tournament,squad_avg_age,world_cup_participations_before,groups_passed_before,round16_before,quarterfinals_before,semifinals_before,finals_before,quarter_finalist,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America
0,-0.9963429995816646,0.3261797899765837,-1.0220995435839706,0.41154002150482544,0.6303283423000178,-0.39454095015381224,-0.8404158767740908,1.841709210488927,-1.0179473644293666,1.790142913840581,-1.0163599692751792,-0.7813252386987708,-0.8332474262799016,-0.6325495563913094,-0.5165073843283902,-0.40417955430969543,0,1,0,0,0,0,0
0,0.5245763496030675,0.7682493406272004,0.7184158654459394,-0.22227562658816793,-0.5168094939237116,1.4530654505664793,1.4171156702493761,-0.8004439781577032,-0.5678486034334229,0.5051523532072915,1.3325608486052352,1.4054742631986636,1.022709718102246,1.0740010032405134,1.0150666356106204,1.91231221964438,1,0,0,0,0,0,1
0,0.6935673884013711,-0.7789940866499581,-0.4419277405740005,-0.6448193919834968,-1.9507317892033733,-0.39454095015381224,-0.8549675293960365,1.0160363390368552,-0.9333833547877044,-0.13734292710935334,-0.8356737525151474,-0.7813252386987708,-0.8332474262799016,-0.6325495563913094,-0.5165073843283902,-0.40417955430969543,0,0,0,0,0,1,0
0,1.3695315435945854,0.17882327309304477,0.5733729146934469,-0.43354750928583236,1.4906817194678148,4.224475051646917,1.67044529726526,-1.2408028429321416,-0.3468910298535961,-0.13734292710935334,2.0553057156453627,2.498874014147381,1.765092575855105,2.4961264696003655,2.9295341605343834,3.0705581066214176,1,0,0,0,0,0,1
0,0.1865942720064604,2.9049188354385147,-0.006798888316523085,2.9468026138767986,-0.23002503486777923,-0.39454095015381224,-0.9472941818988734,0.13531860948797841,-0.7397044939955105,-2.340183888194997,-0.6549875357551156,-0.5626452885090273,-0.4620559974034721,-0.6325495563913094,-0.5165073843283902,-0.40417955430969543,0,0,0,0,1,0,0
0,-0.5316176428863298,0.031466756209505876,-0.586970691326493,-0.22227562658816793,0.6303283423000178,-0.39454095015381224,-0.12498558940819988,-0.029815964802436,-0.7315208801592207,0.8722925133882304,-0.6549875357551156,-0.5626452885090273,-0.4620559974034721,-0.34812446311933887,-0.1336138793436376,-0.40417955430969543,0,0,0,1,0,0,0
0,1.2005405047962818,-0.5579593113246497,1.0085017669509244,-0.8560912746811613,-1.9507317892033733,-0.39454095015381224,-0.46618600955874456,-1.1857579848353368,-0.49692395018557733,0.688722433297761,-1.0163599692751792,-0.7813252386987708,-0.8332474262799016,-0.6325495563913094,-0.5165073843283902,-0.40417955430969543,0,0,0,1,0,0,0
0,-1.0808385189808165,2.0944579925790507,-1.3121854450889554,2.3129869657838054,0.05675942418815311,-0.39454095015381224,0.20384436802090497,0.8509017647464409,-0.8815538004912018,-1.4223334877426463,-0.8356737525151474,-0.7813252386987708,-0.8332474262799016,-0.6325495563913094,-0.5165073843283902,-0.40417955430969543,0,0,0,0,0,0,1
0,-0.06689228619099497,-0.18956801911580248,0.1382440624359694,-0.8560912746811613,-1.0903784120355762,0.5292622502063336,4.043268310458317,-0.7453991200608984,-0.5814879598272394,-0.045557887064120235,0.9711884150851713,1.1867943130089202,0.6515182892258164,1.3584260965124837,0.249279625641115,0.17494338917882343,1,0,0,1,0,0,0
0,0.6513196287017953,-1.589454929509422,1.0085017669509244,-1.701178805471819,0.34354388324408547,0.5292622502063336,3.201952205977522,-0.855488836254508,-0.5596649895971331,-0.4126980472450592,0.9711884150851713,0.5307544624396898,0.6515182892258164,0.789575909968543,1.0150666356106204,0.17494338917882343,1,0,0,1,0,0,0
1,0.9470539465988265,1.5787101834866644,-0.006798888316523085,0.20026813880716096,0.6303283423000178,2.376868650926625,1.4149344803488704,-0.2499953971896552,-0.7042421673715877,0.4133673131620551,1.6939332821252988,2.498874014147381,1.765092575855105,3.0649766561443066,3.312427665519136,3.6496810501099364,1,0,0,1,0,0,0
0,-1.1230862786803923,-0.4106027944411108,-1.6022713465939404,0.41154002150482544,0.05675942418815311,-0.39454095015381224,-0.40860259618539235,1.346305487617684,-0.9661178101328639,-0.5962681273355287,-1.0163599692751792,-0.7813252386987708,-0.8332474262799016,-0.6325495563913094,-0.5165073843283902,-0.40417955430969543,0,1,0,0,0,0,0
0,1.2005405047962818,-0.042211502232263574,0.8634588161984318,-0.6448193919834968,-0.5168094939237116,-0.39454095015381224,-0.8834787973812189,-0.029815964802436,-0.7315208801592207,1.790142913840581,-0.6549875357551156,-0.7813252386987708,-0.8332474262799016,-0.6325495563913094,-0.5165073843283902,-0.40417955430969543,0,0,1,0,0,0,0
0,-0.5738654025859057,-0.8526723450917275,-0.15184183906901558,-1.27863504007649,0.9171128013559501,2.376868650926625,1.608125585822238,-0.580264545770484,-0.6169502864511622,-0.688053167380765,1.6939332821252988,1.4054742631986636,1.765092575855105,1.6428511897844542,2.163747150564878,2.491435163132899,1,0,0,1,0,0,0
0,-0.7428564413842093,-0.7789940866499581,-0.7320136420789856,-0.6448193919834968,-1.0903784120355762,-0.39454095015381224,0.2757301551704307,0.4655877580688072,-0.7778946918981966,-1.3305484476974099,-1.0163599692751792,-0.7813252386987708,-0.8332474262799016,-0.6325495563913094,-0.5165073843283902,-0.40417955430969543,0,1,0,0,0,0,0
0,1.1160449853971302,1.357675408161356,1.4436306192084019,1.2566275522954833,0.9171128013559501,-0.39454095015381224,-0.18761689940843684,-0.30504025528646,-0.6796913258627181,-0.8716232474712345,-0.6549875357551156,-0.5626452885090273,-0.4620559974034721,-0.6325495563913094,-0.5165073843283902,-0.40417955430969543,0,0,1,0,0,0,0
0,1.7497613808907686,0.694571082185431,1.5886735699608943,0.8340837869001543,0.9171128013559501,-0.39454095015381224,-0.4879979085638022,-1.0756682686417272,-0.5351141480882634,0.5051523532072915,1.1518746318452031,0.31207451224994637,0.6515182892258164,-0.06369936984736843,-0.5165073843283902,-0.40417955430969543,0,0,0,0,1,0,0
0,0.1443465123068845,-1.0737071204170359,0.2832870131884619,-0.8560912746811613,0.05675942418815311,-0.39454095015381224,1.3822166318412838,-1.130713126738532,-0.5078354353006305,-0.22912796715458972,0.24844354804504384,0.7494344126294332,1.022709718102246,0.5051508166965725,0.6321731306258677,0.7540663326673424,0,0,0,1,0,0,0
0,-1.3343250771782718,0.3261797899765837,-1.167142494336463,0.20026813880716096,1.4906817194678148,-0.39454095015381224,-0.5626257630168209,0.520632616165612,-0.8215406323584094,1.698357873795348,0.06775733128501195,-0.1252853881295405,0.2803268603493869,-0.6325495563913094,-0.5165073843283902,-0.40417955430969543,0,0,0,0,0,0,1
0,0.7358151481009471,0.694571082185431,0.8634588161984318,0.6228119042024899,-1.3771628710915087,-0.39454095015381224,-0.336249411200044,0.3004531837783928,-0.7560717216680903,0.32158227311682197,0.06775733128501195,0.31207451224994637,-0.09086456852704258,-0.06369936984736843,0.249279625641115,-0.40417955430969543,0,0,0,1,0,0,0
0,0.8203106675000988,-0.7053158282081886,0.42832996394095435,-1.0673631573788258,0.05675942418815311,-0.39454095015381224,1.6891412106981665,-0.9105336943513128,-0.5569371183183698,-0.22912796715458972,-0.47430131899508365,-0.5626452885090273,-0.8332474262799016,-0.34812446311933887,-0.1336138793436376,-0.40417955430969543,1,0,0,1,0,0,0
0,1.0315494659979783,1.0629623743942782,0.7184158654459394,1.0453556695978188,1.777466178523747,-0.39454095015381224,-0.9100581543116678,0.5756774742624168,-0.8269963749159359,-0.045557887064120235,-0.47430131899508365,-0.5626452885090273,-0.4620559974034721,-0.6325495563913094,-0.5165073843283902,-0.40417955430969543,0,0,1,0,0,0,0
0,-1.630059395075303,-0.18956801911580248,-1.8923572480989255,0.41154002150482544,0.05675942418815311,-0.39454095015381224,-0.08697056542795654,1.1261260552304648,-0.938839097345231,-0.3209130071998261,0.6098159815651076,0.7494344126294332,-0.09086456852704258,0.789575909968543,0.249279625641115,-0.40417955430969543,0,0,0,1,0,0,0
0,0.7780629078005229,0.031466756209505876,0.5733729146934469,1.2566275522954833,1.4906817194678148,-0.39454095015381224,-0.5691693327183383,0.3004531837783928,-0.7560717216680903,0.5969373932525246,0.06775733128501195,-0.5626452885090273,-0.4620559974034721,-0.34812446311933887,-0.1336138793436376,-0.40417955430969543,0,0,1,0,0,0,0
0,0.1443465123068845,-1.589454929509422,0.42832996394095435,-1.9124506881694836,0.6303283423000178,-0.39454095015381224,3.0773127830914784,-1.0206234105449223,-0.54056989064579,-0.5962681273355287,0.9711884150851713,0.7494344126294332,1.022709718102246,0.5051508166965725,-0.5165073843283902,-0.40417955430969543,0,0,0,1,0,0,0
0,0.7780629078005229,0.547214565301892,-0.586970691326493,0.20026813880716096,1.777466178523747,-0.39454095015381224,0.12890491501067117,-0.4151299714800696,-0.6687798407476648,-0.8716232474712345,0.7905021983251395,0.7494344126294332,0.2803268603493869,0.5051508166965725,0.6321731306258677,0.17494338917882343,0,0,0,1,0,0,0
0,-0.869599720482937,0.10514501465127533,-1.3121854450889554,-0.43354750928583236,0.34354388324408547,-0.39454095015381224,-0.0009693636365863791,0.6307223323592216,-0.8351799887522259,0.5969373932525246,0.24844354804504384,0.09339456206020295,0.2803268603493869,0.22072572342460203,-0.5165073843283902,-0.40417955430969543,0,0,0,1,0,0,0
0,-1.714554914474455,-0.5579593113246497,-1.3121854450889554,0.20026813880716096,-1.9507317892033733,-0.39454095015381224,-0.9119277456549584,2.0618886428761463,-1.050681819774526,-1.6976886078783522,-1.0163599692751792,-0.7813252386987708,-0.8332474262799016,-0.6325495563913094,-0.5165073843283902,-0.40417955430969543,0,1,0,0,0,0,0
0,0.6090718690022193,3.7153796782979787,0.8634588161984318,4.0031620273651205,-0.23002503486777923,-0.39454095015381224,-0.9731568621477275,1.2912606295208793,-0.9552063250178108,-2.43196892824023,-1.0163599692751792,-0.7813252386987708,-0.8332474262799016,-0.6325495563913094,-0.5165073843283902,-0.40417955430969543,0,0,0,0,1,0,0
